id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_contrast_base,ad_converter,adaptive_quant_complexity_base,alpha_deblocking,aspect_ratio,auto_key_frames_enabled,auto_key_frames,auto_key_frame_threshold,auto_level,automatic_settings_profile,bandwidth_filter,beta_deblocking,bframe_pyramid,bitrate_buffer,bitstream,bitstream_type,black_normalization_level,cabac,center_mix_level_loro,center_mix_level_ltrt,channemapping,color_depth,color_range_and_coeffients,compression_speed,constrained_quality_level,cpu_usage,crc,crf,cut_off_frequency,data_rate_automatic,decode_cpu_cores,dialog_normalization,dolby_surroundex,dolby_surround_mode,drop_frames_threshold,drop_frames_to_maintain_data_rate,drop_frames_watermark,drop_frame_time_code,enable_auto_alt_ref,encoder_mode,encode_type,encoding_threads,error_resilient,fake_interlaced,fast_decode,field_encoding,field_order,film_mode_frame_rate_conversion,fixed_iframe_distance,force_key_frame_every,frame_reordering,header_type,headphone_mode,hf_cut_off,hrd_conformance,idr_rate,input_filtering,input_filtering_dc_fitler,input_filtering_digital_deem_phasis,interlaced,interlace_mode,lagged_frames,level,lfe,lfe_low_pass_filter,line_mode_compression1,line_mode_compression2,max_bframe_size,max_brframe_size,max_iframe_size,maximum_buffer_size,maximum_quality,max_pframe_size,metadata,metadata_copyright_material,metadata_original_material,minimum_distance_to_key_frame,minimum_quality,mixing_level,motion_estimation_algorithm,motion_estimation_search_range,max_bit_rate_percent,noise_sensitivity,number_of_bframes,number_of_bpictures,number_of_reference_frames,number_of_slices,optimal_buffer_level,performance,pixel_aspect_ratio,preset,profile,quality,rate_control_resizing,rate_control_resizing_up_threshold,rate_control_resizing_down_threshold,rf_mode_compression1,rf_mode_compression2,room_type,set_key_frame_at_scene_change,sharpness,speed,starting_buffer_level,static_region_threshold,subpixel_motion_estimation,surround_channel,surround_channel_3d_attenuation,surround_channel_90degree_phase_shift,surround_mix_level_loro,surround_mix_level_ltrt,time_stamp_offset,tns,tune,two_pass_vbr_bias,two_pass_vbr_max_section,two_pass_vbr_min_section,under_shoot_pct,use_4mv,use_bslice_as_reference,use_deblocking_filter,use_intensity_compensation,use_variable_sized_transformation,vbv_buffer_initial,vbv_buffer_target,visual_tuning,write_hrd_parameter,write_seq_end_code,zero_latency
142,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
143,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
144,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
145,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
146,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
147,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
148,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
149,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
150,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
151,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
152,MPG_Apple_HLS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
153,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
154,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
155,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
156,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
157,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
158,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
159,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
160,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
161,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
162,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
163,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
164,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
165,MPG_Blu-ray_23.98_1080p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1920x1080 with 23.98fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,29296000,,BitRateModeTwoPassVBR,23.98,1920x1080,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
166,MPG_Blu-ray_23.98_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1280x720 with 23.98fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,14000000,,BitRateModeTwoPassVBR,23.98,1280x720,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
167,MPG_Blu-ray_24_1080p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1920x1080 with 24fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,30000000,,BitRateModeTwoPassVBR,24,1920x1080,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
168,MPG_Blu-ray_24_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1280x720 with 24fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,14000000,,BitRateModeTwoPassVBR,24,1280x720,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
169,MPG_Blu-ray_50_1080i.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 1920x1080 with 50fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,30517000,,BitRateModeTwoPassVBR,25,1920x1080,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
170,MPG_Blu-ray_50_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1280x720 with 50fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,28000000,,BitRateModeTwoPassVBR,50,1280x720,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
171,MPG_Blu-ray_60_1080i.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 1920x1080 with 60fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,36620000,,BitRateModeTwoPassVBR,29.97,1920x1080,15/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
172,MPG_Blu-ray_60_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1280x720 with 60fps.","Disc.Blu-ray Authoring.MPEG-2","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,MPEG2VideoCodec,32000000,,BitRateModeTwoPassVBR,59.94,1280x720,12/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
